id;valor
238;600000
239;190680
240;366414
241;47076
242;30000
243;36584
244;3076503
245;2178000
246;211369
247;47280
248;10000
249;222848
250;210006
251;197000
252;1159167
253;400000
254;74355
255;183441
256;146488
257;86638
258;122577
259;40600
260;105068
261;1353919
262;673485
263;300000
264;94896
265;50108
266;35000
267;10000
268;26900
269;11000
270;17250
271;27000
272;13000
273;67280
274;20000
275;8000
276;1900375
277;68543
278;146488
279;86670
280;309500
281;32199
282;540000
283;494930
284;46089
285;10000
286;55000
287;16500
288;27390
289;20000
290;27260
291;19858
292;52
293;1134317
294;80100
295;700000
296;40266
297;10250
298;11500
299;33600
300;33480
301;181538
302;14152
303;29431
304;3484871
305;418035
306;350000
307;365774
308;14754
309;1542549
310;661631
311;13500
312;40001
313;43627
314;15000
315;20000
316;12205148
317;440020
318;14850
319;216800
320;240150
321;440000
322;1632000
323;5368000
324;40000
325;189516
326;393350
327;585800
328;307050
329;188193
330;34200
331;1348000
332;292289
333;30000
334;12000
335;11500
336;100000
337;142077
338;181950
339;2597
340;3282013
341;254200
342;306850
343;242000
344;494791
345;888073
346;220986
347;199500
348;199500
349;10000
350;15000
351;11500
352;49340
353;30000
354;14200
355;27000
356;22001
357;75000
358;70200
359;150000
360;1872
361;4679181
362;300000
363;303244
364;215849
365;115500
366;70000
367;801553
368;300000
369;1079090
370;155000
371;863070
372;37399
373;50010
374;51000
375;10000
376;78000
377;40000
378;166500
379;29046
380;13920
381;394638
382;37230
383;431868
384;394638
385;37230
386;431868
387;193980
388;18300
389;212280
390;748572
391;70620
392;819192
393;1951130
394;284945
395;152250
396;131250
397;38400
398;139300
399;223375
400;189166
401;215000
402;292650
403;45105
404;20000
405;50000
406;13000
407;21600
408;30240
409;45000
410;60000
411;389656
412;36760
413;426416
414;151
415;162481,04
416;15328,4
417;177809,44
418;1311218,54
419;123699,8
420;33196
421;11541
422;1390181,34
423;74772,4
424;7054
425;81826,4
426;1965361
427;17211
428;139350
429;52500
430;254500
431;518700
432;148800
433;50000
434;180000
435;340000
436;10000
437;11500
438;10000
439;10000
440;10000
441;27200
442;185600
443;148858
444;14043
445;162901
446;467500
447;10000
448;454700
449;22800
450;711850
451;56800
452;744750
453;3900
454;20000
455;74552
456;7033
457;81585
458;235501
459;22217
460;257718
461;165360
462;15600
463;180960
464;296800
465;28000
466;11200
467;313600
468;513800
469;10000
470;449350
471;6500
472;9050
473;6000
474;1400
475;23600
476;400
477;27500
478;53000
479;5000
480;58000
481;939250
482;20000
483;50000
484;804250
485;40000
486;32900
487;12100
488;20000
489;388093
490;36612
491;14645
492;410060
493;308725
494;246950
495;25000
496;36800
497;25
498;29680
499;2800
500;32480
501;71550
502;6750
503;78300
504;29680
505;2800
506;32480
507;183380
508;17300
509;200680
510;287001
511;236000
512;28800
513;20000
514;2200
515;65986
516;1854
517;64132
518;72700
519;2043
520;70657
521;72700
522;2043
523;70657
524;2859032
525;269720
526;107888
527;3020864
528;423500
529;423500
530;342400
531;20000
532;233250
533;4800
534;66800
535;10000
536;47550
537;221550
538;171550
539;10000
540;40000
541;555250
542;448750
543;76500
544;30000
545;631250
546;18000
547;583850
548;19400
549;16000
550;20000
551;10000
552;595850
553;572950
554;2900
555;20000
556;231250
557;213250
558;18000
559;410400
560;248550
561;13700
562;25000
563;123150
564;238700
565;209700
566;29000
567;283800
568;55000
569;328800
570;430950
571;20000
572;232650
573;157000
574;34000
575;27300
576;178816
577;19870
578;20864
579;7947
580;7451
581;204152
582;225400
583;22641
584;20864
585;9922
586;9302
587;249681
588;198936
589;74601
590;17762
591;88811
592;20864
593;15204
594;14254
595;371516
596;281589
597;105596
598;9428
599;20864
600;15864
601;14873
602;7168
603;379572
604;178816
605;33779
606;20864
607;8504
608;7972
609;4779
610;212204
611;239628
612;14977
613;29419
614;20864
615;11361
616;10651
617;282876
618;242917
619;64167
620;22917
621;16414
622;13200
623;12375
624;15531
625;305309
626;178816
627;17883
628;20864
629;7868
630;7376
631;202319
632;572201
633;22888
634;21458
635;527855
636;178816
637;19870
638;20864
639;7947
640;7451
641;204152
642;547950
643;125550
644;45350
645;15750
646;4300
647;5000
648;34500
649;2000
650;2300
651;27300
652;247123
653;289877
654;930700
655;116200
656;778000
657;35000
658;133623
659;11000
660;33306
661;55550
662;421
663;628950
664;70000
665;607750
666;34000
667;9150
668;8000
669;27300
670;2850
671;9900
672;1398950
673;60000
674;1192900
675;15750
676;18000
677;27300
678;25000
679;180000
680;843900
681;640400
682;30000
683;27300
684;146200
685;747700
686;60550
687;739400
688;30000
689;38850
690;487450
691;155800
692;38450
693;496000
694;36500
695;20000
696;25000
697;27300
698;395733
699;49467
700;57417
701;6183
702;20352
703;19080
704;469368
705;572201
706;22888
707;21458
708;527855
709;191701
710;20864
711;7668
712;7189
713;197708
714;694265
715;173566
716;34713
717;32544
718;5973
719;794601
720;191702
721;8558
722;20864
723;8010
724;7510
725;76982
726;128622
727;178816
728;11922
729;20864
730;7630
731;7153
732;196819
733;194602
734;48650
735;26063
736;20864
737;10773
738;10099
739;269307
740;213444
741;2406
742;19380
743;8634
744;8094
745;43140
746;175362
747;280000
748;35000
749;18750
750;20864
751;13350
752;12516
753;328748
754;272067
755;68017
756;42510
757;20864
758;15304
759;14347
760;20000
761;353807
762;178816
763;44508
764;19870
765;20864
766;9728
767;9120
768;245210
769;77000
770;7514
771;3080
772;2888
773;78546
774;575000
775;15000
776;417772
777;22000
778;39150
779;8400
780;17000
781;1350
782;4000
783;1500
784;79000
785;172
786;584300
787;40000
788;381150
789;27300
790;34000
791;18769
792;148100
793;15000
794;19
795;790100
796;356000
797;80400
798;911000
799;69000
800;36500
801;22000
802;27300
803;100
804;2530900
805;184250
806;300000
807;1907850
808;15750
809;1600
810;27300
811;25000
812;437650
813;1126450
814;750700
815;182000
816;68000
817;20900
818;25000
819;30000
820;3000
821;47700
822;850
823;498700
824;90550
825;320000
826;25000
827;38850
828;5300
829;1500
830;10000
831;7500
832;516250
833;49300
834;505250
835;10000
836;27300
837;13000
838;10000
839;479400
840;20000
841;327700
842;13500
843;40000
844;2000
845;25000
846;27300
847;13900
848;50000
849;731700
850;140000
851;532700
852;22050
853;179650
854;27300
855;20000
856;90000
857;1070800
858;341450
859;1028900
860;22000
861;27300
862;90000
863;19000
864;225050
865;1722150
866;17500
867;1248600
868;9150
869;17000
870;27300
871;437600
872;750100
873;5000
874;636100
875;16500
876;25000
877;2000
878;1000
879;55000
880;10000
881;9500
882;437550
883;298050
884;53200
885;17000
886;17000
887;27300
888;25000
889;435750
890;315250
891;16000
892;17000
893;13500
894;1700
895;27300
896;45000
897;396450
898;46800
899;378200
900;32750
901;27300
902;5000
903;312200
904;129000
905;380300
906;38850
907;22050
908;871050
909;150150
910;300000
911;381200
912;123850
913;56000
914;16000
915;27300
916;116850
917;177700
918;18500
919;180900
920;10500
921;4800
922;165145
923;162750
924;2400
925;5
926;169430
927;167830
928;1600
929;434230
930;418750
931;8480
932;7000
933;143400
934;65650
935;52750
936;25000
937;119600
938;119600
939;219130
940;219130
941;164550
942;164550
943;170200
944;170200
945;307760
946;307760
947;516350
948;114150
949;348250
950;7000
951;33600
952;4500
953;8850
954;105300
955;80300
956;25000
957;143450
958;143450
959;179250
960;177450
961;1800
962;73500
963;73500
964;108900
965;96900
966;12000
967;144000
968;144000
969;686824
970;29000
971;571000
972;36120
973;20000
974;25700
975;268520
976;241870
977;1650
978;25000
979;201750
980;176750
981;25000
982;208250
983;201250
984;7000
985;251450
986;251450
987;190900
988;186400
989;4500
990;145900
991;139900
992;6000
993;322725
994;297075
995;25650
996;335700
997;310700
998;25000
999;116450
1000;110100
1001;2800
1002;3550
1003;125150
1004;109700
1005;10000
1006;500
1007;600
1008;1450
1009;1000
1010;1900
1011;196330
1012;124930
1013;71400
1014;108000
1015;105900
1016;2100
1017;292620
1018;292620
1019;293550
1020;261500
1021;25650
1022;4750
1023;1650
1024;209400
1025;184400
1026;25000
1027;109700
1028;109700
1029;185700
1030;185700
1031;189300
1032;189300
1033;240950
1034;138286
1035;4500
1036;98164
1037;189400
1038;189400
1039;178816
1040;9935
1041;20864
1042;7550
1043;7078
1044;194987
1045;21947
1046;1580
1047;878
1048;823
1049;21826
1050;214438
1051;52852
1052;26605
1053;20864
1054;11756
1055;11021
1056;291982
1057;15287
1058;1580
1059;611
1060;573
1061;15683
1062;13500
1063;1580
1064;540
1065;506
1066;14034
1067;296800
1068;74200
1069;20864
1070;14840
1071;13913
1072;5973
1073;357138
1074;178816
1075;17883
1076;20864
1077;7868
1078;7376
1079;202319
1080;15317
1081;9573
1082;3351
1083;1580
1084;1130
1085;1059
1086;27632
1087;307253
1088;20864
1089;12290
1090;11522
1091;304305
1092;125300
1093;125300
1094;125300
1095;125300
1096;214438
1097;16753
1098;3351
1099;20864
1100;9382
1101;8795
1102;237229
1103;8811786
1104;360769
1105;550000
1106;183750
1107;141750
1108;172500
1109;147000
1110;6946875
1111;12000
1112;48028
1113;13000
1114;50000
1115;15000
1116;30000
1117;40614
1118;100200
1119;300
1120;178033
1121;23844
1122;20767
1123;8075
1124;7570
1125;206999
1126;225400
1127;35219
1128;20767
1129;10425
1130;9773
1131;261188
1132;198936
1133;88811
1134;20767
1135;11510
1136;10791
1137;286213
1138;281589
1139;3143
1140;20767
1141;11389
1142;10677
1143;7168
1144;276265
1145;178033
1146;15896
1147;8900
1148;7757
1149;7272
1150;4779
1151;183021
1152;239628
1153;64186
1154;20767
1155;12153
1156;11393
1157;301035
1158;256667
1159;64167
1160;8594
1161;20767
1162;13177
1163;12354
1164;15531
1165;309133
1166;178033
1167;19870
1168;20767
1169;7916
1170;7421
1171;203333
1172;1166667
1173;46667
1174;43750
1175;1076250
1176;178033
1177;13909
1178;20767
1179;7678
1180;7198
1181;197833
1182;395733
1183;8833
1184;16183
1185;15171
1186;373212
1187;1166667
1188;46667
1189;43750
1190;1076250
1191;191701
1192;20767
1193;7668
1194;7189
1195;197611
1196;694265
1197;27771
1198;26035
1199;5973
1200;634486
1201;191702
1202;6419
1203;20767
1204;7925
1205;7430
1206;203533
1207;178033
1208;5961
1209;20767
1210;7360
1211;6900
1212;190501
1213;194602
1214;17375
1215;20767
1216;8479
1217;7949
1218;216316
1219;76300
1220;11922
1221;8900
1222;3529
1223;3308
1224;90285
1225;280000
1226;35000
1227;21875
1228;20767
1229;13475
1230;12633
1231;331534
1232;272067
1233;34008
1234;15182
1235;20767
1236;12850
1237;12047
1238;317127
1239;178033
1240;23844
1241;20767
1242;8075
1243;7570
1244;206999
1245;139000
1246;4813
1247;14833
1248;5753
1249;5393
1250;147500
1251;215600
1252;28875
1253;20767
1254;9779
1255;9168
1256;246295
1257;178033
1258;11922
1259;20767
1260;7598
1261;7123
1262;196001
1263;214438
1264;3351
1265;69405
1266;23454
1267;20767
1268;12426
1269;11649
1270;307340
1271;296800
1272;20767
1273;11872
1274;11130
1275;5973
1276;100000
1277;188592
1278;178033
1279;7948
1280;20767
1281;7439
1282;6974
1283;192335
1284;307253
1285;76813
1286;20767
1287;15363
1288;14403
1289;375067
1290;142338
1291;142338
1292;142338
1293;142338
1294;214438
1295;11966
1296;3351
1297;20767
1298;9190
1299;8616
1300;232716
1301;786500
1302;27527
1303;758973
1304;58987
1305;58987
1306;960000
1307;33600
1308;72000
1309;72000
1310;926400
1311;833000
1312;83300
1313;29155
1314;887145
1315;2862000
1316;318000
1317;318000
1318;111300
1319;3386700
1320;120628
1321;11380
1322;132008
1323;87980
1324;8300
1325;96280
1326;312000
1327;312000
1328;345700
1329;228450
1330;117250
1331;971650
1332;70000
1333;875750
1334;2400
1335;52500
1336;91000
1337;20000
1338;1554536
1339;302636
1340;829700
1341;114000
1342;27300
1343;25000
1344;10000
1345;265900
1346;749800
1347;20000
1348;348100
1349;200000
1350;2800
1351;8050
1352;12000
1353;14700
1354;38850
1355;26500
1356;69000
1357;30000
1358;19800
1359;2220932
1360;32000
1361;210049
1362;700000
1363;156860
1364;202900
1365;93250
1366;260000
1367;291166
1368;43740
1369;19800
1370;17000
1371;194167
1372;473000
1373;115000
1374;551500
1375;9200
1376;27300
1377;410490
1378;394440
1379;9050
1380;7000
1381;114700
1382;89700
1383;25000
1384;538170
1385;182970
1386;39200
1387;2000
1388;2000
1389;312000
1390;258800
1391;233800
1392;25000
1393;1858473
1394;252000
1395;258750
1396;151301
1397;60999
1398;225305
1399;44719
1400;48149
1401;17250
1402;166500
1403;333500
1404;300000
1405;800000
1406;80000
1407;80000
1408;96000
1409;720000
1410;800000
1411;80000
1412;720000
1413;96000
1414;80000
1415;1200000
1416;48000
1417;1152000
1418;144000
1419;84000
1420;60000
1421;343550
1422;20000
1423;363550
1424;1333334
1425;133333
1426;1200000
1427;160000
1428;133333
1429;26666
1430;78788
1431;315150
1432;199423
1433;797694
1434;846780
1435;75387
1436;141356
1437;2454578
1438;57881
1439;57881
1440;219642
1441;219642
1442;196831
1443;196831
1444;20127
1445;667413
1446;67936
1447;112639
1448;868115
1449;118068
1450;23709
1451;141777
1452;65774
1453;65774
1454;19066
1455;237793
1456;25608
1457;282467
1458;327833
1459;30927
1460;358760
1461;186380
1462;17583
1463;203963
1464;1140000
1465;1140000
1466;63872
1467;57884
1468;63872
1469;63872
1470;57884
1471;63872
1472;63872
1473;63872
1474;57884
1475;47096
1476;603980
1477;1270625
1478;1270625
1479;348000
1480;348000
1481;227881
1482;106400
1483;334281
1484;85005
1485;85005
1486;308000
1487;277601
1488;104900
1489;117600
1490;31000
1491;839101
1492;1737000
1493;1737000
1494;321552
1495;29928
1496;351480
1497;117862
1498;117862
1499;161700
1500;125400
1501;287100
1502;112265
1503;112265
1504;610088
1505;610088
1506;10179116
1507;10179116
1508;9000000
1509;1179116
1510;10179116
1511;84480
1512;84480
1513;167033
1514;167033
1515;400000
1516;24000
1517;200000
1518;624000
1519;141355
1520;141355
1521;41070
1522;507
1523;18397
1524;59974
1525;325571
1526;29301
1527;147186
1528;502058
1529;133200
1530;166500
1531;299700
1532;3000
1533;15000
1534;40000
1535;1000
1536;1000
1537;8050
1538;1100
1539;1100
1540;600
1541;1000
1542;700
1543;700
1544;5700
1545;5700
1546;1000
1547;800
1548;2200
1549;4000
1550;1000
1551;4900
1552;4900
1553;4800
1554;5700
1555;5700
1556;5700
1557;4000
1558;1000
1559;3000
1560;500
1561;500
1562;750
1563;1300
1564;6500
1565;8000
1566;4000
1567;1000
1568;400
1569;1000
1570;1000
1571;4800
1572;5700
1573;4500
1574;4500
1575;4500
1576;4300
1577;4300
1578;4300
1579;4300
1580;4300
1581;6400
1582;1200
1583;7000
1584;1000
1585;1000
1586;1000
1587;1000
1588;5700
1589;4700
1590;600
1591;800
1592;800
1593;2000
1594;700
1595;3599
1596;4316
1597;1000
1598;1000
1599;1200
1600;5700
1601;4800
1602;4500
1603;4500
1604;4500
1605;4500
1606;6400
1607;4300
1608;4300
1609;4300
1610;4300
1611;4300
1612;1600
1613;1600
1614;800
1615;500
1616;1200
1617;4300
1618;4000
1619;6000
1620;6000
1621;2000
1622;7000
1623;2000
1624;1000
1625;5700
1626;4800
1627;6000
1628;6000
1629;800
1630;2500
1631;4000
1632;7500
1633;8000
1634;1300
1635;8800
1636;398615
1637;1737000
1638;1737000
1639;339648
1640;706050
1641;1045698
1642;392040
1643;392040
1644;271552
1645;271552
1646;261186
1647;179986
1648;441172
1649;375997
1650;109052
1651;485049
1652;186000
1653;96300
1654;282300
1655;64960
1656;16240
1657;193536
1658;274736
1659;343881
1660;20747
1661;161483
1662;487111
1663;39000
1664;550100
1665;550100
1666;383900
1667;383900
1668;245600
1669;245600
1670;0
1671;417400
1672;417400
1673;274100
1674;274100
1675;83600
1676;83600
1677;569300
1678;569300
1679;141700
1680;141700
1681;346400
1682;346400
1683;133500
1684;133500
1685;495000
1686;495000
1687;3386700
1688;3386700
1689;581200
1690;581200
1691;2083685
1692;2083685
1693;841500
1694;841500
1695;2960298
1696;2960298
1697;1792522
1698;1792522
1699;166500
1700;166500
1701;122100
1702;122100
1703;115900
1704;115900
1705;500000
1706;500000
1707;720000
1708;720000
1709;1061907
1710;1061907
1711;550000
1712;550000
1713;1685000
1714;113458
1715;1798458
1716;5518000
1717;34474
1718;5552474
1719;464000
1720;31243
1721;495243
1722;185600
1723;185600
1724;1200000
1725;1200000
1726;400000
1727;400000
1728;36584
1729;36584
1730;0
1731;93954
1732;1691
1733;43857
1734;139502
1735;400000
1736;400000
1737;136280
1738;3589
1739;63576
1740;203445
1741;142628
1742;3376
1743;67212
1744;213216
1745;53667
1746;53667
1747;107334
1748;0
1749;40600
1750;40600
1751;105068
1752;105068
1753;62118
1754;62118
1755;1009892
1756;1009892
1757;8580000
1758;425000
1759;8815000
1760;805000
1761;1318000
1762;66000
1763;356000
1764;2000
1765;2029000
1766;12000
1767;256000
1768;13000
1769;22677000
1770;505934
1771;437004
1772;173144
1773;228620
1774;1344702
1775;19858
1776;19858
1777;9900
1778;500
1779;6300
1780;1500
1781;3980
1782;1000
1783;1000
1784;1000
1785;1000
1786;1000
1787;5200
1788;5200
1789;6000
1790;6000
1791;6000
1792;5000
1793;1000
1794;800
1795;800
1796;3000
1797;4500
1798;3000
1799;5000
1800;1000
1801;1000
1802;500
1803;5000
1804;5000
1805;5000
1806;4450
1807;1000
1808;1000
1809;1000
1810;2949
1811;800
1812;700
1813;3000
1814;8000
1815;5400
1816;5400
1817;4300
1818;4300
1819;6000
1820;5000
1821;4300
1822;4500
1823;4300
1824;4500
1825;4300
1826;4300
1827;4500
1828;6400
1829;3000
1830;1500
1831;2000
1832;5000
1833;500
1834;1800
1835;1300
1836;9000
1837;7000
1838;8000
1839;1000
1840;1000
1841;800
1842;800
1843;1100
1844;5622
1845;5000
1846;5000
1847;5000
1848;5700
1849;5700
1850;500
1851;800
1852;1500
1853;700
1854;1000
1855;1000
1856;4900
1857;4900
1858;5700
1859;4800
1860;4000
1861;2500
1862;1000
1863;1000
1864;500
1865;700
1866;700
1867;7500
1868;3714
1869;5916
1870;4900
1871;4900
1872;1000
1873;5700
1874;5700
1875;1000
1876;700
1877;700
1878;8000
1879;3500
1880;3000
1881;1600
1882;7000
1883;2983
1884;366414
1885;361781
1886;299976
1887;276750
1888;290925
1889;1200000
1890;775000
1891;775000
1892;79510
1893;816000
1894;9630
1895;885880
1896;889600
1897;889600
1898;889600
1899;889600
1900;3558400
1901;1707756
1902;1707756
1903;150000
1904;150000
1905;60000
1906;60000
1907;1301086
1908;1301086
1909;216000
1910;216000
1911;0
1912;0
1913;436100
1914;436100
1915;706050
1916;706050
1917;13920
1918;13920
1919;97440
1920;136880
1921;225620
1922;459940
1923;565650
1924;553320
1925;1118970
1926;100000
1927;100000
1928;142077
1929;142077
1930;123900
1931;123900
1932;0
1933;706000
1934;706000
1935;2480000
1936;2480000
1937;0
1938;185600
1939;185600
1940;100200
1941;100200
1942;160000
1943;160000
1944;53667
1945;53667
1946;107334
1947;276631
1948;16598
1949;127190
1950;377279
1951;43140
1952;39666
1953;39666
1954;50000
1955;50000
1956;224802
1957;734714
1958;959516
1959;1151437
1960;1151437
1961;1737000
1962;1737000
1963;3474000
1964;24500
1965;24500
1966;24500
1967;24500
1968;35000
1969;24500
1970;24500
1971;36000
1972;21000
1973;24500
1974;35000
1975;35000
1976;333500
1977;750000
1978;750000
1979;166500
1980;166500
1981;300000
1982;300000
1983;800
1984;5000
1985;5000
1986;4300
1987;4300
1988;4300
1989;4300
1990;4300
1991;4500
1992;4500
1993;4500
1994;4500
1995;6400
1996;6400
1997;5000
1998;800
1999;700
2000;9000
2001;8000
2002;770
2003;2500
2004;5400
2005;5250
2006;1000
2007;1000
2008;1000
2009;5000
2010;6000
2011;800
2012;500
2013;1000
2014;1000
2015;1050
2016;3300
2017;1600
2018;7814
2019;7200
2020;5000
2021;3200
2022;1000
2023;1000
2024;5200
2025;5200
2026;6000
2027;6000
2028;1500
2029;4000
2030;7590
2031;1000
2032;1000
2033;500
2034;700
2035;6999
2036;2200
2037;10000
2038;200
2039;200
2040;51000
2041;5200
2042;5200
2043;600
2044;800
2045;6000
2046;5000
2047;4600
2048;1200
2049;5000
2050;6400
2051;6400
2052;4500
2053;4500
2054;4500
2055;4500
2056;4600
2057;4600
2058;4600
2059;4600
2060;500
2061;1200
2062;1000
2063;5600
2064;7100
2065;2500
2066;2200
2067;4400
2068;800
2069;800
2070;1000
2071;1000
2072;6000
2073;5000
2074;1000
2075;1600
2076;3200
2077;7200
2078;393173
2079;149700
2080;148700
2081;1000
2082;129426
2083;11929
2084;141355
2085;199600
2086;11500
2087;211100
2088;138078
2089;138078
2090;1609290
2091;1609290
2092;971250
2093;971250
2094;971250
2095;2913750
2096;1302750
2097;1302750
2098;971250
2099;971250
2100;1942500
2101;1609290
2102;2816257
2103;4425547
2104;2157600
2105;1078800
2106;3236400
2107;1645650
2108;1645650
2109;0
2110;60320
2111;1320000
2112;1380320
2113;1151437
2114;1151437
2115;299628
2116;348000
2117;32480
2118;680108
2119;547502
2120;547502
2121;526050
2122;526050
2123;470000
2124;470000
2125;407926
2126;407926
2127;23000000
2128;23000000
2129;1170000
2130;1170000
2131;567000
2132;567000
2133;1501160
2134;1501160
2135;38668
2136;38668
2137;53762
2138;53762
2139;1209
2140;1209
2141;5666
2142;5666
2143;29152
2144;29152
2145;46342
2146;46342
2147;4797
2148;4797
2149;26084
2150;26084
2151;104573
2152;104573
2153;6075
2154;6075
2155;111118
2156;111118
2157;20008
2158;20008
2159;5630
2160;5630
2161;39139
2162;39139
2163;16179
2164;16179
2165;26
2166;26
2167;37773
2168;37773
2169;5601
2170;5601
2171;15019
2172;15019
2173;357
2174;357
2175;24
2176;24
2177;3
2178;3
2179;46
2180;46
2181;443700
2182;443700
2183;324150
2184;220150
2185;20000
2186;154100
2187;152100
2188;2000
2189;112213
2190;10364
2191;122577
2192;7000000
2193;7000000
2194;273718
2195;273718
2196;348000
2197;348000
2198;696000
2199;205125
2200;205125
2201;410250
2202;706000
2203;706000
2204;5753600
2205;5753600
2206;43740
2207;43740
2208;15999
2209;15999
2210;1151796
2211;1222425
2212;38031
2213;108660
2214;413496
2215;413496
2216;188231
2217;188231
2218;1224
2219;1224
2220;3991
2221;3654
2222;96
2223;241
2224;1800
2225;1800
2226;153301
2227;59655
2228;2483
2229;1164
2230;1283
2231;13045
2232;130455
2233;501
2234;8017
2235;59655
2236;3647
2237;153800
2238;73005
2239;2400
2240;11823
2241;1242
2242;12800
2243;128000
2244;4140
2245;3996
2246;3622
2247;75405
2248;11823
2249;1050651
2250;840520
2251;16338
2252;21778
2253;1793
2254;86668
2255;43200
2256;866680
2257;6121
2258;41101
2259;5088
2260;840520
2261;38116
2262;26500
2263;4774
2264;4645
2265;2521
2266;1591
2267;15909
2268;9000
2269;4774
2270;7166
2271;5000
2272;5000
2273;17000
2274;17000
2275;985800
2276;1078800
2277;93000
2278;130542
2279;130542
2280;84045
2281;84045
2282;1037010
2283;1037010
2284;141729
2285;141729
2286;303135
2287;303135
2288;1095527
2289;1095527
2290;117033
2291;117033
2292;212870
2293;212870
2294;14441
2295;14441
2296;99688
2297;99688
2298;115848
2299;115848
2300;217311
2301;110442
2302;1242
2303;814
2304;19218
2305;192182
2306;5087
2307;110432
2308;1242
2309;182860
2310;115498
2311;9468
2312;2438
2313;607
2314;16045
2315;160451
2316;2328
2317;2003
2318;1465
2319;115537
2320;11906
2321;832750
2322;811662
2323;11874
2324;17245
2325;2772
2326;68459
2327;37600
2328;684590
2329;2241
2330;22002
2331;15086
2332;811662
2333;29119
2334;366902
2335;372226
2336;12424
2337;347
2338;2449
2339;31741
2340;317410
2341;11465
2342;3837
2343;372226
2344;12771
2345;16000
2346;16000
2347;162000
2348;162000
2349;22000
2350;22000
2351;27280
2352;27280
2353;1232250
2354;1348500
2355;116250
2356;274169
2357;300034
2358;25865
2359;298400
2360;298400
2361;126305
2362;126305
2363;28724
2364;28724
2365;232835
2366;232835
2367;186340
2368;186340
2369;302026
2370;302026
2371;5652449
2372;5652449
2373;1348805
2374;1348805
2375;89891
2376;89891
2377;88326
2378;88326
2379;29375
2380;29375
2381;4927
2382;4927
2383;1821798
2384;1821798
2385;135647
2386;135647
2387;89719
2388;89719
2389;206279
2390;206279
2391;358746
2392;358746
2393;7882
2394;7150
2395;732
2396;152199
2397;80699
2398;621
2399;6982
2400;236
2401;13410
2402;134091
2403;2984
2404;1478
2405;80699
2406;7603
2407;181550
2408;98095
2409;44649
2410;1400
2411;14309
2412;143091
2413;14000
2414;8750
2415;98095
2416;44649
2417;475499
2418;394809
2419;3166
2420;33442
2421;1000
2422;37241
2423;21118
2424;372408
2425;1121
2426;37481
2427;5130
2428;394809
2429;36608
2430;357848
2431;434477
2432;9008
2433;4427
2434;4278
2435;29491
2436;294905
2437;7799
2438;2432
2439;18943
2440;434477
2441;13435
2442;755179
2443;773238
2444;68653
2445;686526
2446;773238
2447;185163
2448;179500
2449;16833
2450;168330
2451;179500
2452;142927
2453;137314
2454;12993
2455;129934
2456;137314
2457;258194
2458;257942
2459;23472
2460;234722
2461;257942
2462;4650
2463;6164
2464;641
2465;4009
2466;6164
2467;248536
2468;242255
2469;22594
2470;225942
2471;242255
2472;8601
2473;11128
2474;1186
2475;7415
2476;11128
2477;15100
2478;15075
2479;1373
2480;13727
2481;15075
2482;15100
2483;15075
2484;1373
2485;13727
